Row,Author,Location,Country,Mult.country,Habitat.type,Moment,Species.English,Species.scientific,Host.taxonomic.class,Sampling.method,Hosts.studied,Host.infested,Infestation.prevalence,Total.ticks,Mean.abundance,Stages,Larvae.on.hosts,Mean.larval.abundance,Hosts.infested.with.larvae,Nymphs.on.hosts,Mean.nymphal.abundance,Host.infested.with.nymphs,Adults.on.hosts,Mean.adult.abundance,Host.infested.with.adults,Any.SD..SE.or.CI.given,Note.on.confidence,Same.animals.AF.AH,Same.ref.AH.AF,Same.animals.BH.BF,Same.ref.BH.BF,Multiple.species,Notes,Birds,Additional.data.email,Data.collection,Double.ext
0064,"Biernat et al., 2016b",Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Yellowhammer,Emberiza citrinella,Bird,Scientific capturing,6,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0065,"Biernat et al., 2016b",Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,European robin,Erithacus rubecula,Bird,Scientific capturing,14,7,0.50,40,2.86,Yes,35,2.50,NA,5,0.36,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0066,"Biernat et al., 2016b",Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Common chaffinch,Fringilla coelebs,Bird,Scientific capturing,23,6,0.26,24,1.04,Yes,21,0.91,NA,3,0.13,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0067,"Biernat et al., 2016b",Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Blue tit,Cyanistes caeruleus,Bird,Scientific capturing,2,1,0.50,9,4.50,Yes,9,4.50,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0068,"Biernat et al., 2016b",Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Coal tit,Periparus ater,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0069,"Biernat et al., 2016b",Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Common chiffchaff,Phylloscopus collybita,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0070,"Biernat et al., 2016b",Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Eurasian nuthatch,Sitta europaea,Bird,Scientific capturing,9,2,0.22,2,0.22,Yes,1,0.11,NA,1,0.11,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0071,"Biernat et al., 2016b",Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Common starling,Sturnus vulgaris,Bird,Scientific capturing,6,6,1.00,26,4.33,Yes,11,1.83,NA,15,2.50,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0072,"Biernat et al., 2016b",Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,6,1,0.17,2,0.33,Yes,2,0.33,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0073,"Biernat et al., 2016b",Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Garden warbler,Sylvia borin,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0074,"Biernat et al., 2016b",Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Whitethroat,Sylvia communis,Bird,Scientific capturing,4,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0075,"Biernat et al., 2016b",Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Common blackbird,Turdus merula,Bird,Scientific capturing,26,26,1.00,550,21.15,Yes,371,14.27,NA,179,6.88,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0076,"Biernat et al., 2016b",Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Song thrush,Turdus philomelos,Bird,Scientific capturing,13,10,0.77,131,10.08,Yes,88,6.77,NA,43,3.31,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0077,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Other bird species (unspecified),NA,Bird,Scientific capturing,68,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,Yes,,Migratory birds,,F,Yes
0078,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Eurasian reed warbler,Acrocephalus scirpaceus,Bird,Scientific capturing,5,1,0.20,1,0.20,Yes,0,0.00,NA,1,0.20,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0079,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,European robin,Erithacus rubecula,Bird,Scientific capturing,655,33,0.05,54,0.08,Yes,14,0.02,NA,40,0.06,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0080,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Collared flycatcher,Ficedula albicollis,Bird,Scientific capturing,2,1,0.50,1,0.50,Yes,0,0.00,NA,1,0.50,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0081,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Europaen pied flycatcher,Ficedula hypoleuca,Bird,Scientific capturing,22,1,0.05,1,0.05,Yes,0,0.00,NA,1,0.05,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0082,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Icterine warbler,Hippolais icterina,Bird,Scientific capturing,12,1,0.08,1,0.08,Yes,1,0.08,NA,0,0.00,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0083,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Thrush nightingale,Luscinia luscinia,Bird,Scientific capturing,27,5,0.19,22,0.81,Yes,8,0.30,NA,14,0.52,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0084,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Common redstart,Phoenicurus phoenicurus,Bird,Scientific capturing,76,7,0.09,28,0.37,Yes,11,0.14,NA,17,0.22,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0085,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Greenish warbler,Phylloscopus trochiloides,Bird,Scientific capturing,1,1,1.00,1,1.00,Yes,1,1.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0086,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Willow warbler,Phylloscopus trochilus,Bird,Scientific capturing,1025,3,0.00,4,0.00,Yes,4,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0087,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Dunnock,Prunella modularis,Bird,Scientific capturing,33,1,0.03,1,0.03,Yes,0,0.00,NA,1,0.03,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0088,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Eurasian bullfinch,Pyrrhula pyrrhula,Bird,Scientific capturing,27,2,0.07,2,0.07,Yes,0,0.00,NA,2,0.07,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0089,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Goldcrest,Regulus regulus,Bird,Scientific capturing,892,1,0.00,1,0.00,Yes,0,0.00,NA,1,0.00,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0090,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Common starling,Sturnus vulgaris,Bird,Scientific capturing,10,1,0.10,1,0.10,Yes,0,0.00,NA,0,0.00,NA,1,0.10,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0091,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,26,3,0.12,3,0.12,Yes,1,0.04,NA,2,0.08,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0092,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Garden warbler,Sylvia borin,Bird,Scientific capturing,79,2,0.03,2,0.03,Yes,1,0.01,NA,1,0.01,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0093,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Whitethroat,Sylvia communis,Bird,Scientific capturing,29,1,0.03,1,0.03,Yes,1,0.03,NA,0,0.00,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0094,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Common blackbird,Turdus merula,Bird,Scientific capturing,41,5,0.12,27,0.66,Yes,7,0.17,NA,19,0.46,NA,1,0.02,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0095,"Bjoersdorff et al., 2001",East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Song thrush,Turdus philomelos,Bird,Scientific capturing,24,4,0.17,14,0.58,Yes,2,0.08,NA,12,0.50,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",,,No,,Migratory birds,,F,Yes
0096,"Blanarova et al., 2014","Čermel’ (48°45'46.67''N; 21°8'8.17''E), Hýl’ov (48°44'22.80''N; 21°4'18.90''E), Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E) & Rozhanovce (48°45'00''N; 21°21'00''E)",Slovakia,No,"Sylvatic mixed forest (?ermel<92> & H<fd>l<92>ov), Suburban deciduous forest (Botanical garden Ko<9a>ice) & Game reserve (Rozhanovce)",June & September in 2011 & 2012,Striped field mouse,Apodemus agrarius,Mammal,Scientific capturing,296,NA,NA,254,0.86,Yes,223,0.75,NA,31,0.10,NA,0,0.00,NA,No,NA,AH+AF,"Blanarova et al., (2014)",,,No,,No birds,,F,Yes
0097,"Blanarova et al., 2014","Čermel’ (48°45'46.67''N; 21°8'8.17''E), Hýl’ov (48°44'22.80''N; 21°4'18.90''E), Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E) & Rozhanovce (48°45'00''N; 21°21'00''E)",Slovakia,No,"Sylvatic mixed forest (?ermel<92> & H<fd>l<92>ov), Suburban deciduous forest (Botanical garden Ko<9a>ice) & Game reserve (Rozhanovce)",June & September in 2011 & 2012,Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,239,NA,NA,274,1.15,Yes,266,1.11,NA,8,0.03,NA,0,0.00,NA,No,NA,AH+AF,"Blanarova et al., (2014)",,,No,,No birds,,F,Yes
0098,"Blanarova et al., 2014",Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E); Rozhanovce (48°45'00''N; 21°21'00''E),Slovakia,No,Suburban deciduous forest and Game reserve,June & September in 2011 & 2012,Lesser white-toothed shrew,Crocidura suaveolens,Mammal,Scientific capturing,2,NA,NA,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AH,"Blanarova et al., (2014)",,,No,,No birds,,F,Yes
0099,"Blanarova et al., 2014",Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E),Slovakia,No,Suburban deciduous forest,June & September in 2011 & 2012,Harvest mouse,Micromys minutus,Mammal,Scientific capturing,1,NA,NA,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AH,"Blanarova et al., (2014)",,,No,,No birds,,F,Yes
0100,"Blanarova et al., 2014",Čermel’ (48°45'46.67''N; 21°8'8.17''E); Rozhanovce (48°45'00''N; 21°21'00''E),Slovakia,No,Sylvatic mixed forest and Game reserve,June & September in 2011 & 2012,Common vole,Microtus arvalis,Mammal,Scientific capturing,11,NA,NA,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AH,"Blanarova et al., (2014)",,,No,,No birds,,F,Yes
0101,"Blanarova et al., 2014","Čermel’ (48°45'46.67''N; 21°8'8.17''E), Hýl’ov (48°44'22.80''N; 21°4'18.90''E), Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E) & Rozhanovce (48°45'00''N; 21°21'00''E)",Slovakia,No,"Sylvatic mixed forest (?ermel<92> & H<fd>l<92>ov), Suburban deciduous forest (Botanical garden Ko<9a>ice) & Game reserve (Rozhanovce)",June & September in 2011 & 2012,European pine vole,Microtus subterraneus,Mammal,Scientific capturing,7,NA,NA,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AH+AF,"Blanarova et al., (2014)",,,No,,No birds,,F,Yes
0102,"Blanarova et al., 2014","Čermel’ (48°45'46.67''N; 21°8'8.17''E), Hýl’ov (48°44'22.80''N; 21°4'18.90''E), Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E) & Rozhanovce (48°45'00''N; 21°21'00''E)",Slovakia,No,"Sylvatic mixed forest (?ermel<92> & H<fd>l<92>ov), Suburban deciduous forest (Botanical garden Ko<9a>ice) & Game reserve (Rozhanovce)",June & September in 2011 & 2012,Bank vole,Myodes glareolus,Mammal,Scientific capturing,237,NA,NA,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,NA,NA,AH+AF,"Blanarova et al., (2014)",,,No,,No birds,,F,Yes
0103,"Blanarova et al., 2014",Čermel’ (48°45'46.67''N; 21°8'8.17''E),Slovakia,No,Sylvatic mixed forest,June & September in 2011 & 2012,Eurasian water shrew,Neomys fodiens,Mammal,Scientific capturing,2,NA,NA,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AH,"Blanarova et al., (2014)",,,No,,No birds,,F,Yes
0104,"Blanarova et al., 2014","Čermel’ (48°45'46.67''N; 21°8'8.17''E), Hýl’ov (48°44'22.80''N; 21°4'18.90''E), Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E) & Rozhanovce (48°45'00''N; 21°21'00''E)",Slovakia,No,"Sylvatic mixed forest (?ermel<92> & H<fd>l<92>ov), Suburban deciduous forest (Botanical garden Ko<9a>ice) & Game reserve (Rozhanovce)",June & September in 2011 & 2012,Common shrew,Sorex araneus,Mammal,Scientific capturing,14,NA,NA,2,0.14,Yes,2,0.14,NA,0,0.00,NA,0,0.00,NA,No,NA,AH+AF,"Blanarova et al., (2014)",,,No,,No birds,,F,Yes
0105,"Blanarova et al., 2014",Čermel’ (48°45'46.67''N; 21°8'8.17''E); Rozhanovce (48°45'00''N; 21°21'00''E),Slovakia,No,Sylvatic mixed forest and Game reserve,June & September in 2011 & 2012,Eurasian pygmy shrew,Sorex minutus,Mammal,Scientific capturing,3,NA,NA,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AH,"Blanarova et al., (2014)",,,No,,No birds,,F,Yes
0106,"Borsan et al., 2020","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban an peri-urban,March-November 2018,Northern white-breasted hedgehog,Erinaceus roumanicus,Mammal,Scientific capturing,11,11,1.00,966,87.82,Yes,648,58.91,11,264,24.00,11,59,5.36,9,No,NA,,,BH+BF,"Borsan et al., 2021",No,,No birds,No,L,No
0107,"Borsan et al., 2020","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban an peri-urban,March-November 2018,Rock dove,Columba livia ,Bird ,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,BH+BF,"Borsan et al., 2021",No,,Resident birds,No,L,No
0108,"Borsan et al., 2020","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban an peri-urban,March-November 2018,Rook,Corvus frugilegus,Bird,Scientific capturing,3,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,BH+BF,"Borsan et al., 2021",No,,Resident birds,No,L,No
0109,"Borsan et al., 2020","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban an peri-urban,March-November 2018,Great spotted woodpecker,Dendrocopos major,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,BH+BF,"Borsan et al., 2021",No,,Resident birds,No,L,No
0110,"Borsan et al., 2020","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban an peri-urban,March-November 2018,European robin,Erithacus rubecula,Bird,Scientific capturing,5,1,0.20,2,0.40,Yes,1,0.20,1,1,0.20,1,0,0.00,0,No,NA,,,BH+BF,"Borsan et al., 2021",No,,Resident birds,No,L,No
0111,"Borsan et al., 2020","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban an peri-urban,March-November 2018,Common chaffinch,Fringilla coelebs,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,BH+BF,"Borsan et al., 2021",No,,Resident birds,No,L,No
0112,"Borsan et al., 2020","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban an peri-urban,March-November 2018,Eurasian jay,Garrulus glandarius,Bird,Scientific capturing,1,1,1.00,2,2.00,Yes,1,1.00,1,1,1.00,1,0,0.00,0,No,NA,,,BH+BF,"Borsan et al., 2021",No,,Resident birds,No,L,No
0113,"Borsan et al., 2020","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban an peri-urban,March-November 2018,Great tit,Parus major,Bird,Scientific capturing,13,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,BH+BF,"Borsan et al., 2021",No,,Resident birds,No,L,No
0114,"Borsan et al., 2020","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban an peri-urban,March-November 2018,Eurasian tree sparrow,Passer montanus,Bird,Scientific capturing,6,4,0.67,4,0.67,Yes,0,0.00,0,4,0.67,4,0,0.00,0,No,NA,,,BH+BF,"Borsan et al., 2021",No,,Resident birds,No,L,No
0115,"Borsan et al., 2020","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban an peri-urban,March-November 2018,Common chiffchaff,Phylloscopus collybita,Bird,Scientific capturing,3,1,0.33,1,0.33,Yes,0,0.00,0,1,0.33,1,0,0.00,0,No,NA,,,BH+BF,"Borsan et al., 2021",No,,Resident birds,No,L,No
0116,"Borsan et al., 2020","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban an peri-urban,March-November 2018,Eurasian nuthatch,Sitta europaea,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,BH+BF,"Borsan et al., 2021",No,,Resident birds,No,L,No
0117,"Borsan et al., 2020","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban an peri-urban,March-November 2018,Eurasian collared dove,Streptopelia decaocto,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,BH+BF,"Borsan et al., 2021",No,,Resident birds,No,L,No
0118,"Borsan et al., 2020","Iuliu Hatieganu Park, USAMV Campus, Alexandru Borza Botanical Garden, Manastur Cemetery, Hoia forest and Faget forest",Romania,No,Urban an peri-urban,March-November 2018,Common starling,Sturnus vulgaris,Bird,Scientific capturing,4,1,0.25,1,0.25,Yes,0,0.00,0,1,0.25,1,0,0.00,0,No,NA,,,BH+BF,"Borsan et al., 2021",No,,Resident birds,No,L,No
